ticker,company_name,regulation,person_name,person_category,type_of_security_prior,no_of_security_prior,pct_shareholding_prior,type_of_security_acquired,no_of_securities_acquired,value_of_securities_acquired,transaction_type,type_of_security_post,no_of_security_post,pct_post,date_of_allotment_acquisition_from,date_of_allotment_acquisition_to,date_of_intimation_to_company,mode_of_acquisition,derivative_type_security,derivative_contract_specification,notional_value_buy,units_contract_lot_size_buy,notional_value_sell,units_contract_lot_size_sell,exchange,remark,broadcast_date_and_time,xbrl_link
DBREALTY,D B Realty Limited,7(2),Fayyaz Ahmed Peer Mohammed Shaikh,Employees/Designated Employees,Equity Shares,13000,0,Equity Shares,1500,416375,Sell,Equity Shares,11500,0,23-Feb-2024,23-Feb-2024,26-Feb-2024,Market Sale,-,-,-,-,-,-,NSE,-,26-Feb-2024 19:15,https://nsearchives.nseindia.com/corporate/xbrl/IT_1160804_1060808_26022024071532_WEB.xml
DRREDDY,Dr. Reddy's Laboratories Limited,7(2),Uragasainareddy Medapati,-,ADR/GDR/FCCB,1335,0,ADR/GDR/FCCB,160,1007744,Buy,ADR/GDR/FCCB,1495,0,22-Feb-2024,22-Feb-2024,23-Feb-2024,ESOP,-,-,-,-,-,-,NA,-,26-Feb-2024 19:05,https://nsearchives.nseindia.com/corporate/xbrl/IT_1160802_1060797_26022024070523_WEB.xml
DRREDDY,Dr. Reddy's Laboratories Limited,7(2),Mayank Nagar,-,ADR/GDR/FCCB,750,0,ADR/GDR/FCCB,250,1574600,Buy,ADR/GDR/FCCB,1000,0,22-Feb-2024,22-Feb-2024,23-Feb-2024,ESOP,-,-,-,-,-,-,NA,-,26-Feb-2024 19:05,https://nsearchives.nseindia.com/corporate/xbrl/IT_1160802_1060797_26022024070523_WEB.xml
DRREDDY,Dr. Reddy's Laboratories Limited,7(2),John Roosenberg II,-,ADR/GDR/FCCB,Nil,0,ADR/GDR/FCCB,175,1102220,Buy,ADR/GDR/FCCB,175,0,22-Feb-2024,22-Feb-2024,22-Feb-2024,ESOP,-,-,-,-,-,-,NA,-,26-Feb-2024 19:05,https://nsearchives.nseindia.com/corporate/xbrl/IT_1160802_1060797_26022024070523_WEB.xml
UDS,Updater Services Limited,7(2),GUNASEELAN N,-,Equity Shares,22918,0.03,Equity Shares,10000,3700000,Sell,Equity Shares,12918,0.02,23-Feb-2024,23-Feb-2024,26-Feb-2024,Market Sale,-,-,-,-,-,-,NSE,-,26-Feb-2024 18:53,https://nsearchives.nseindia.com/corporate/xbrl/IT_1160800_1060787_26022024065345_WEB.xml
SDBL,Som Distilleries & Breweries Limited,7(2),JAGDISH KUMAR ARORA,Promoters,Equity Shares,15838157,20.31,Equity Shares,10000,2618740,Buy,Equity Shares,15848157,20.32,26-Feb-2024,26-Feb-2024,26-Feb-2024,Market Purchase,-,-,-,-,-,-,NSE,-,26-Feb-2024 18:52,https://nsearchives.nseindia.com/corporate/xbrl/IT_1160798_1060782_26022024065205_WEB.xml
NUVOCO,Nuvoco Vistas Corporation Limited,7(2),Karsanbhai Khodidas Patel,Promoters,Equity Shares,24984351,7,Equity Shares,24984351,0,Sell,Equity Shares,Nil,0,23-Feb-2024,23-Feb-2024,26-Feb-2024,Gift,-,-,-,-,-,-,NA,-,26-Feb-2024 18:51,https://nsearchives.nseindia.com/corporate/xbrl/IT_1160797_1060779_26022024065100_WEB.xml
NUVOCO,Nuvoco Vistas Corporation Limited,7(2),Hiren Karsanbhai Patel,Promoter Group,Equity Shares,8452127,2.37,Equity Shares,24984351,0,Buy,Equity Shares,33436478,9.37,23-Feb-2024,23-Feb-2024,26-Feb-2024,Gift,-,-,-,-,-,-,NA,-,26-Feb-2024 18:51,https://nsearchives.nseindia.com/corporate/xbrl/IT_1160797_1060779_26022024065100_WEB.xml
STARTECK,Starteck Finance Limited,7(2),SW Capital Private Limited,Promoters,Equity Shares,1009115,10.19,Equity Shares,12050,3611975,Buy,Equity Shares,1021165,10.31,22-Feb-2024,26-Feb-2024,26-Feb-2024,Market Purchase,-,-,-,-,-,-,BSE,-,26-Feb-2024 18:48,https://nsearchives.nseindia.com/corporate/xbrl/IT_1160796_1060774_26022024064823_WEB.xml
FSL,Firstsource Solutions Limited,7(2),Vipul Khanna,Employees/Designated Employees,Equity Shares,2008291,0.28,Equity Shares,72949,2499750,Sell,Equity Shares,1935342,0.27,23-Feb-2024,26-Feb-2024,26-Feb-2024,Market Sale,-,-,-,-,-,-,NSE,-,26-Feb-2024 18:47,https://nsearchives.nseindia.com/corporate/xbrl/IT_1160794_1060771_26022024064738_WEB.xml
SHYAMCENT,Shyam Century Ferrous Limited,7(2),ADITYA VIMALKUMAR AGRAWAL,Director,Equity Shares,430731,0.2,Equity Shares,88056,2066577,Sell,Equity Shares,342675,0.16,22-Feb-2024,22-Feb-2024,26-Feb-2024,Market Sale,-,-,-,-,-,-,NSE,-,26-Feb-2024 18:16,https://nsearchives.nseindia.com/corporate/xbrl/IT_1160786_1060734_26022024061619_WEB.xml
ADVENZYMES,Advanced Enzyme Technologies Limited,7(2),Advanced Vital Enzymes Private Limited,Promoter Group,Equity Shares,493297,0.44,Equity Shares,5688,2360918,Sell,Equity Shares,487609,0.44,21-Feb-2024,21-Feb-2024,22-Feb-2024,Market Sale,-,-,-,-,-,-,NSE,-,26-Feb-2024 18:12,https://nsearchives.nseindia.com/corporate/xbrl/IT_1160784_1060728_26022024061213_WEB.xml
SUNFLAG,Sunflag Iron And Steel Company Limited,7(2),Jivesh Dhawan,Immediate relative,Equity Shares,750,0,Equity Shares,750,157424,Sell,Equity Shares,Nil,0,23-Feb-2024,23-Feb-2024,24-Feb-2024,Market Sale,-,-,-,-,-,-,NSE,-,26-Feb-2024 18:06,https://nsearchives.nseindia.com/corporate/xbrl/IT_1160782_1060718_26022024060636_WEB.xml
AUROPHARMA,Aurobindo Pharma Limited,7(2),"RPR SONS ADVISORS PVT.LTD., P.SUNEELA RANI (Jointly holding)",Promoter Group,Equity Shares,196376250,33.51,Equity Shares,10050000,10490190000,Pledge Revoke,Equity Shares,196376250,33.51,23-Feb-2024,23-Feb-2024,26-Feb-2024,Revokation of Pledge,-,-,-,-,-,-,NA,-,26-Feb-2024 18:02,https://nsearchives.nseindia.com/corporate/xbrl/IT_1160780_1060709_26022024060238_WEB.xml
AUROPHARMA,Aurobindo Pharma Limited,7(2),"RPR SONS ADVISORS PVT.LTD., P.SUNEELA RANI (Jointly holding)",Promoter Group,Equity Shares,196376250,33.51,Equity Shares,2300000,2400740000,Pledge Revoke,Equity Shares,196376250,33.51,23-Feb-2024,23-Feb-2024,26-Feb-2024,Revokation of Pledge,-,-,-,-,-,-,NA,-,26-Feb-2024 18:02,https://nsearchives.nseindia.com/corporate/xbrl/IT_1160780_1060709_26022024060238_WEB.xml
BERGEPAINT,Berger Paints (I) Limited,7(2),Dilip Bhaskarrao Bhosale,Employees/Designated Employees,Equity Shares,497,0,Equity Shares,475,269586,Sell,Equity Shares,22,0,26-Feb-2024,26-Feb-2024,26-Feb-2024,Market Sale,-,-,-,-,-,-,NSE,-,26-Feb-2024 18:00,https://nsearchives.nseindia.com/corporate/xbrl/IT_1160778_1060706_26022024060004_WEB.xml
CENTRUM,Centrum Capital Limited,7(2),AJAY SHARMA,Employees/Designated Employees,Equity Shares,Nil,0,Equity Shares,100000,1250000,Buy,Equity Shares,100000,0.02,23-Feb-2024,23-Feb-2024,23-Feb-2024,ESOP,-,-,-,-,-,-,NA,-,26-Feb-2024 17:57,https://nsearchives.nseindia.com/corporate/xbrl/IT_1160776_1060699_26022024055727_WEB.xml
INTELLECT,Intellect Design Arena Limited,7(2),Akash Gupta,-,Equity Shares,48833,0.04,Equity Shares,1000,910000,Sell,Equity Shares,48333,0.03,21-Feb-2024,21-Feb-2024,24-Feb-2024,Market Sale,-,-,-,-,-,-,NSE,-,26-Feb-2024 17:36,https://nsearchives.nseindia.com/corporate/xbrl/IT_1160770_1060681_26022024053612_WEB.xml
INTELLECT,Intellect Design Arena Limited,7(2),Akash Gupta,-,Equity Shares,47333,0.03,Equity Shares,2500,2356500,Sell,Equity Shares,44833,0.03,23-Feb-2024,23-Feb-2024,24-Feb-2024,Market Sale,-,-,-,-,-,-,NSE,-,26-Feb-2024 17:36,https://nsearchives.nseindia.com/corporate/xbrl/IT_1160770_1060681_26022024053612_WEB.xml
LLOYDSME,Lloyds Metals And Energy Limited,7(2),Ravindra Shukla,Employees/Designated Employees,Equity Shares,83455,0.02,Equity Shares,2500,1550000,Sell,Equity Shares,80955,0.02,25-Dec-2023,26-Dec-2023,15-Feb-2024,Market Sale,-,-,-,-,-,-,NSE,-,20-Feb-2024 15:26,https://nsearchives.nseindia.com/corporate/xbrl/IT_1160267_1058301_20022024032604_WEB.xml
LLOYDSME,Lloyds Metals And Energy Limited,7(2),Ravindra Shukla,-,Equity Shares,79998,0.02,Equity Shares,543,312225,Sell,Equity Shares,79455,0.02,19-Feb-2024,19-Feb-2024,20-Feb-2024,ESOP,-,-,-,-,-,-,NSE,-,20-Feb-2024 15:08,https://nsearchives.nseindia.com/corporate/xbrl/IT_1160265_1058285_20022024030838_WEB.xml
JSWHL,JSW Holdings Limited,7(2),JSW Holdings Employees Welfare Trust,Other,Equity Shares,1773,0.02,Equity Shares,300,1918555,Buy,Equity Shares,2073,0.02,14-Feb-2024,14-Feb-2024,16-Feb-2024,Market Purchase,-,-,-,-,-,-,NSE,-,20-Feb-2024 15:07,https://nsearchives.nseindia.com/corporate/xbrl/IT_1160264_1058282_20022024030730_WEB.xml
LLOYDSME,Lloyds Metals And Energy Limited,7(2),Ravindra Shukla,-,Equity Shares,79998,0.02,Equity Shares,543,312225,Sell,Equity Shares,79455,0.02,19-Feb-2024,19-Feb-2024,20-Feb-2024,ESOP,-,-,-,-,-,-,NSE,-,20-Feb-2024 15:07,https://nsearchives.nseindia.com/corporate/xbrl/IT_1160263_1058280_20022024030728_WEB.xml
HEADSUP,Heads UP Ventures Limited,7(2),Sangeeta M Mandhana,Promoter Group,Equity Shares,810763,3.67,Equity Shares,160000,2837167,Sell,Equity Shares,650763,2.95,16-Feb-2024,16-Feb-2024,20-Feb-2024,Market Sale,-,-,-,-,-,-,NSE,-,20-Feb-2024 14:59,https://nsearchives.nseindia.com/corporate/xbrl/IT_1160260_1058271_20022024025901_WEB.xml
HEADSUP,Heads UP Ventures Limited,7(2),Sangeeta M Mandhana,Promoter Group,Equity Shares,892763,4.04,Equity Shares,82000,1463700,Sell,Equity Shares,810763,3.67,16-Feb-2024,16-Feb-2024,20-Feb-2024,Market Sale,-,-,-,-,-,-,BSE,-,20-Feb-2024 14:59,https://nsearchives.nseindia.com/corporate/xbrl/IT_1160260_1058271_20022024025901_WEB.xml
HAVISHA,Sri Havisha Hospitality and Infrastructure Limited,7(2),VIJAYA AROOR KINNI,Promoter Group,Equity Shares,595015,0.39,Equity Shares,25000,70274,Sell,Equity Shares,570015,0.37,19-Feb-2024,19-Feb-2024,20-Feb-2024,Market Sale,-,-,-,-,-,-,NSE,-,20-Feb-2024 14:57,https://nsearchives.nseindia.com/corporate/xbrl/IT_1160258_1058267_20022024025708_WEB.xml
SUBEXLTD,Subex Limited,7(2),Gianluca Morelli,Employees/Designated Employees,Equity Shares,50000,0.01,Equity Shares,50000,2000000,Sell,Equity Shares,Nil,0,16-Feb-2024,16-Feb-2024,19-Feb-2024,Market Sale,-,-,-,-,-,-,NSE,-,20-Feb-2024 14:35,https://nsearchives.nseindia.com/corporate/xbrl/IT_1160256_1058255_20022024023538_WEB.xml
NIITLTD,NIIT Limited,7(2),Bimaljeet Singh Bhasin,-,Equity Shares,5101,0,Equity Shares,2000,272000,Sell,Equity Shares,3101,0,08-Feb-2024,08-Feb-2024,20-Feb-2024,Market Sale,-,-,-,-,-,-,BSE,-,20-Feb-2024 14:12,https://nsearchives.nseindia.com/corporate/xbrl/IT_1160254_1058243_20022024021245_WEB.xml
NIITLTD,NIIT Limited,7(2),Bimaljeet Singh Bhasin,-,Equity Shares,3101,0,Equity Shares,12000,1360680,Buy,Equity Shares,15101,0.01,16-Feb-2024,16-Feb-2024,20-Feb-2024,ESOP,-,-,-,-,-,-,NA,-,20-Feb-2024 14:12,https://nsearchives.nseindia.com/corporate/xbrl/IT_1160254_1058243_20022024021245_WEB.xml
NIITLTD,NIIT Limited,7(2),Bimaljeet Singh Bhasin,-,Equity Shares,3101,0,Equity Shares,12000,1360680,Buy,Equity Shares,15101,0.01,16-Feb-2024,16-Feb-2024,20-Feb-2024,ESOP,-,-,-,-,-,-,NA,-,20-Feb-2024 14:12,https://nsearchives.nseindia.com/corporate/xbrl/IT_1160254_1058243_20022024021245_WEB.xml
NIITLTD,NIIT Limited,7(2),Bimaljeet Singh Bhasin,-,Equity Shares,5101,0,Equity Shares,2000,272000,Sell,Equity Shares,3101,0,08-Feb-2024,08-Feb-2024,20-Feb-2024,Market Sale,-,-,-,-,-,-,BSE,-,20-Feb-2024 14:12,https://nsearchives.nseindia.com/corporate/xbrl/IT_1160254_1058243_20022024021245_WEB.xml
APOLLO,Apollo Micro Systems Limited,7(2),KARUNAKAR REDDY BADDAM,Promoters,Equity Shares,150256900,53.21,Equity Shares,6250000,758937500,Pledge Revoke,Equity Shares,150256900,53.21,16-Feb-2024,16-Feb-2024,19-Feb-2024,Revokation of Pledge,-,-,-,-,-,-,NA,-,20-Feb-2024 13:54,https://nsearchives.nseindia.com/corporate/xbrl/IT_1160252_1058237_20022024015408_WEB.xml
APOLLO,Apollo Micro Systems Limited,7(2),KARUNAKAR REDDY BADDAM,Promoters,Equity Shares,150256900,53.21,Equity Shares,6250000,758937500,Pledge Revoke,Equity Shares,150256900,53.21,16-Feb-2024,16-Feb-2024,19-Feb-2024,Revokation of Pledge,-,-,-,-,-,-,NA,-,20-Feb-2024 13:54,https://nsearchives.nseindia.com/corporate/xbrl/IT_1160252_1058237_20022024015408_WEB.xml
DAMODARIND,Damodar Industries Limited,7(2),Anil D. Biyani,Director,Equity Shares,3100000,13.3,Equity Shares,4500,256763,Sell,Equity Shares,3095500,13.28,14-Feb-2024,14-Feb-2024,14-Feb-2024,Market Sale,-,-,-,-,-,-,"BSE,NSE",-,20-Feb-2024 13:05,https://nsearchives.nseindia.com/corporate/xbrl/IT_1160250_1058223_20022024010537_WEB.xml
DAMODARIND,Damodar Industries Limited,7(2),Anil D. Biyani,Director,Equity Shares,3100000,13.3,Equity Shares,4500,256763,Sell,Equity Shares,3095500,13.28,14-Feb-2024,14-Feb-2024,14-Feb-2024,Market Sale,-,-,-,-,-,-,"BSE,NSE",-,20-Feb-2024 13:05,https://nsearchives.nseindia.com/corporate/xbrl/IT_1160250_1058223_20022024010537_WEB.xml
DAMODARIND,Damodar Industries Limited,7(2),Anil D. Biyani,Director,Equity Shares,3100000,13.3,Equity Shares,4500,256763,Sell,Equity Shares,3095500,13.28,14-Feb-2024,14-Feb-2024,14-Feb-2024,Market Sale,-,-,-,-,-,-,"BSE,NSE",-,20-Feb-2024 13:01,https://nsearchives.nseindia.com/corporate/xbrl/IT_1160249_1058218_20022024010155_WEB.xml
DAMODARIND,Damodar Industries Limited,7(2),Anil D. Biyani,Director,Equity Shares,3100000,13.3,Equity Shares,4500,256763,Sell,Equity Shares,3095500,13.28,14-Feb-2024,14-Feb-2024,14-Feb-2024,Market Sale,-,-,-,-,-,-,"BSE,NSE",-,20-Feb-2024 13:01,https://nsearchives.nseindia.com/corporate/xbrl/IT_1160249_1058218_20022024010155_WEB.xml
DAMODARIND,Damodar Industries Limited,7(2),Anil D. Biyani,Director,Equity Shares,3100000,13.3,Equity Shares,4500,256763,Sell,Equity Shares,3095500,13.28,14-Feb-2024,14-Feb-2024,14-Feb-2024,Market Sale,-,-,-,-,-,-,"BSE,NSE",-,20-Feb-2024 13:01,https://nsearchives.nseindia.com/corporate/xbrl/IT_1160248_1058216_20022024010120_WEB.xml
DAMODARIND,Damodar Industries Limited,7(2),Anil D. Biyani,Director,Equity Shares,3100000,13.3,Equity Shares,4500,256763,Sell,Equity Shares,3095500,13.28,14-Feb-2024,14-Feb-2024,14-Feb-2024,Market Sale,-,-,-,-,-,-,"BSE,NSE",-,20-Feb-2024 13:01,https://nsearchives.nseindia.com/corporate/xbrl/IT_1160248_1058216_20022024010120_WEB.xml
RAMKY,Ramky Infrastructure Limited,7(2),Mr. Satyanarayan Rao Nimmala,Other,Equity Shares,28500,0.04,Equity Shares,2700,1679400,Buy,Equity Shares,31200,0.04,16-Feb-2024,16-Feb-2024,16-Feb-2024,Market Purchase,-,-,-,-,-,-,NSE,-,20-Feb-2024 11:57,https://nsearchives.nseindia.com/corporate/xbrl/IT_1160247_1058173_20022024115720_WEB.xml
RAMKY,Ramky Infrastructure Limited,7(2),Mr. Satyanarayan Rao Nimmala,Other,Equity Shares,28500,0.04,Equity Shares,2700,1679400,Buy,Equity Shares,31200,0.04,16-Feb-2024,16-Feb-2024,16-Feb-2024,Market Purchase,-,-,-,-,-,-,NSE,-,20-Feb-2024 11:57,https://nsearchives.nseindia.com/corporate/xbrl/IT_1160247_1058173_20022024115720_WEB.xml
BAJAJ-AUTO,Bajaj Auto Limited,7(2),Abraham Joseph,Employees/Designated Employees,Equity Shares,1050,0,Equity Shares,4174,12282621,Buy,Equity Shares,5224,0,14-Feb-2024,14-Feb-2024,20-Feb-2024,ESOP,-,-,-,-,-,-,NA,-,20-Feb-2024 11:48,https://nsearchives.nseindia.com/corporate/xbrl/IT_1160245_1058166_20022024114829_WEB.xml
BAJAJ-AUTO,Bajaj Auto Limited,7(2),Govind Agrawal,Employees/Designated Employees,Equity Shares,Nil,0,Equity Shares,400,3330000,Buy,Equity Shares,400,0,19-Feb-2024,19-Feb-2024,20-Feb-2024,ESOP,-,-,-,-,-,-,NA,-,20-Feb-2024 11:48,https://nsearchives.nseindia.com/corporate/xbrl/IT_1160245_1058166_20022024114829_WEB.xml
BAJAJ-AUTO,Bajaj Auto Limited,7(2),Govind Agrawal,Employees/Designated Employees,Equity Shares,Nil,0,Equity Shares,400,3330000,Buy,Equity Shares,400,0,19-Feb-2024,19-Feb-2024,20-Feb-2024,ESOP,-,-,-,-,-,-,NA,-,20-Feb-2024 11:48,https://nsearchives.nseindia.com/corporate/xbrl/IT_1160245_1058166_20022024114829_WEB.xml
BAJAJ-AUTO,Bajaj Auto Limited,7(2),Govind Agrawal,Employees/Designated Employees,Equity Shares,451,0,Equity Shares,451,3622725,Sell,Equity Shares,Nil,0,14-Feb-2024,14-Feb-2024,20-Feb-2024,Market Sale,-,-,-,-,-,-,NSE,-,20-Feb-2024 11:48,https://nsearchives.nseindia.com/corporate/xbrl/IT_1160245_1058166_20022024114829_WEB.xml
BAJAJ-AUTO,Bajaj Auto Limited,7(2),Govind Agrawal,Employees/Designated Employees,Equity Shares,451,0,Equity Shares,451,3622725,Sell,Equity Shares,Nil,0,14-Feb-2024,14-Feb-2024,20-Feb-2024,Market Sale,-,-,-,-,-,-,NSE,-,20-Feb-2024 11:48,https://nsearchives.nseindia.com/corporate/xbrl/IT_1160245_1058166_20022024114829_WEB.xml
BAJAJ-AUTO,Bajaj Auto Limited,7(2),Abraham Joseph,Employees/Designated Employees,Equity Shares,1050,0,Equity Shares,4174,12282621,Buy,Equity Shares,5224,0,14-Feb-2024,14-Feb-2024,20-Feb-2024,ESOP,-,-,-,-,-,-,NA,-,20-Feb-2024 11:48,https://nsearchives.nseindia.com/corporate/xbrl/IT_1160245_1058166_20022024114829_WEB.xml
BAJAJ-AUTO,Bajaj Auto Limited,7(2),AJITESH CHATTERJEE,Employees/Designated Employees,Equity Shares,Nil,0,Equity Shares,50,194605,Buy,Equity Shares,50,0,30-Jan-2024,30-Jan-2024,20-Feb-2024,ESOP,-,-,-,-,-,-,NA,-,20-Feb-2024 11:44,https://nsearchives.nseindia.com/corporate/xbrl/IT_1160243_1058160_20022024114420_WEB.xml
BAJAJ-AUTO,Bajaj Auto Limited,7(2),AJITESH CHATTERJEE,Employees/Designated Employees,Equity Shares,50,0,Equity Shares,100,389210,Buy,Equity Shares,150,0,01-Feb-2024,01-Feb-2024,20-Feb-2024,ESOP,-,-,-,-,-,-,NA,-,20-Feb-2024 11:44,https://nsearchives.nseindia.com/corporate/xbrl/IT_1160243_1058160_20022024114420_WEB.xml
BAJAJ-AUTO,Bajaj Auto Limited,7(2),AJITESH CHATTERJEE,Employees/Designated Employees,Equity Shares,50,0,Equity Shares,100,389210,Buy,Equity Shares,150,0,01-Feb-2024,01-Feb-2024,20-Feb-2024,ESOP,-,-,-,-,-,-,NA,-,20-Feb-2024 11:44,https://nsearchives.nseindia.com/corporate/xbrl/IT_1160243_1058160_20022024114420_WEB.xml
BAJAJ-AUTO,Bajaj Auto Limited,7(2),AJITESH CHATTERJEE,Employees/Designated Employees,Equity Shares,150,0,Equity Shares,50,389000,Sell,Equity Shares,100,0,02-Feb-2024,02-Feb-2024,20-Feb-2024,Market Sale,-,-,-,-,-,-,NSE,-,20-Feb-2024 11:44,https://nsearchives.nseindia.com/corporate/xbrl/IT_1160243_1058160_20022024114420_WEB.xml
BAJAJ-AUTO,Bajaj Auto Limited,7(2),AJITESH CHATTERJEE,Employees/Designated Employees,Equity Shares,150,0,Equity Shares,50,389000,Sell,Equity Shares,100,0,02-Feb-2024,02-Feb-2024,20-Feb-2024,Market Sale,-,-,-,-,-,-,NSE,-,20-Feb-2024 11:44,https://nsearchives.nseindia.com/corporate/xbrl/IT_1160243_1058160_20022024114420_WEB.xml
BAJAJ-AUTO,Bajaj Auto Limited,7(2),AJITESH CHATTERJEE,Employees/Designated Employees,Equity Shares,100,0,Equity Shares,25,197375,Sell,Equity Shares,75,0,13-Feb-2024,13-Feb-2024,20-Feb-2024,Market Sale,-,-,-,-,-,-,NSE,-,20-Feb-2024 11:44,https://nsearchives.nseindia.com/corporate/xbrl/IT_1160243_1058160_20022024114420_WEB.xml
BAJAJ-AUTO,Bajaj Auto Limited,7(2),AJITESH CHATTERJEE,Employees/Designated Employees,Equity Shares,100,0,Equity Shares,25,197375,Sell,Equity Shares,75,0,13-Feb-2024,13-Feb-2024,20-Feb-2024,Market Sale,-,-,-,-,-,-,NSE,-,20-Feb-2024 11:44,https://nsearchives.nseindia.com/corporate/xbrl/IT_1160243_1058160_20022024114420_WEB.xml
BAJAJ-AUTO,Bajaj Auto Limited,7(2),AJITESH CHATTERJEE,Employees/Designated Employees,Equity Shares,Nil,0,Equity Shares,50,194605,Buy,Equity Shares,50,0,30-Jan-2024,30-Jan-2024,20-Feb-2024,ESOP,-,-,-,-,-,-,NA,-,20-Feb-2024 11:44,https://nsearchives.nseindia.com/corporate/xbrl/IT_1160243_1058160_20022024114420_WEB.xml
STEL,Stel Holdings Limited,7(2),LEBNITZE REAL ESTATES PVT LTD,Promoter Group,Equity Shares,367585,1.99,Equity Shares,5536,1677416,Buy,Equity Shares,373121,2.02,19-Feb-2024,19-Feb-2024,19-Feb-2024,Market Purchase,-,-,-,-,-,-,NSE,-,20-Feb-2024 11:38,https://nsearchives.nseindia.com/corporate/xbrl/IT_1160241_1058150_20022024113832_WEB.xml
STEL,Stel Holdings Limited,7(2),LEBNITZE REAL ESTATES PVT LTD,Promoter Group,Equity Shares,373121,2.02,Equity Shares,352,107170,Buy,Equity Shares,373473,2.02,19-Feb-2024,19-Feb-2024,19-Feb-2024,Market Purchase,-,-,-,-,-,-,BSE,-,20-Feb-2024 11:38,https://nsearchives.nseindia.com/corporate/xbrl/IT_1160241_1058150_20022024113832_WEB.xml
STEL,Stel Holdings Limited,7(2),LEBNITZE REAL ESTATES PVT LTD,Promoter Group,Equity Shares,367585,1.99,Equity Shares,5536,1677416,Buy,Equity Shares,373121,2.02,19-Feb-2024,19-Feb-2024,19-Feb-2024,Market Purchase,-,-,-,-,-,-,NSE,-,20-Feb-2024 11:38,https://nsearchives.nseindia.com/corporate/xbrl/IT_1160241_1058150_20022024113832_WEB.xml
STEL,Stel Holdings Limited,7(2),LEBNITZE REAL ESTATES PVT LTD,Promoter Group,Equity Shares,373121,2.02,Equity Shares,352,107170,Buy,Equity Shares,373473,2.02,19-Feb-2024,19-Feb-2024,19-Feb-2024,Market Purchase,-,-,-,-,-,-,BSE,-,20-Feb-2024 11:38,https://nsearchives.nseindia.com/corporate/xbrl/IT_1160241_1058150_20022024113832_WEB.xml
ECLERX,eClerx Services Limited,7(2),Eclerx Employee Welfare Trust,Other,Equity Shares,814225,1.66,Equity Shares,2906,6948015,Buy,Equity Shares,817131,1.67,19-Feb-2024,19-Feb-2024,19-Feb-2024,Market Purchase,-,-,-,-,-,-,NSE,-,20-Feb-2024 11:07,https://nsearchives.nseindia.com/corporate/xbrl/IT_1160239_1058143_20022024110709_WEB.xml
ECLERX,eClerx Services Limited,7(2),Eclerx Employee Welfare Trust,Other,Equity Shares,814225,1.66,Equity Shares,2906,6948015,Buy,Equity Shares,817131,1.67,19-Feb-2024,19-Feb-2024,19-Feb-2024,Market Purchase,-,-,-,-,-,-,NSE,-,20-Feb-2024 11:07,https://nsearchives.nseindia.com/corporate/xbrl/IT_1160239_1058143_20022024110709_WEB.xml
PRAXIS,Praxis Home Retail Limited,7(2),Mahesh Shah,Director,Equity Shares,115312,0.01,Equity Shares,8045,201125,Sell,Equity Shares,107267,0.01,16-Feb-2024,16-Feb-2024,16-Feb-2024,Market Sale,-,-,-,-,-,-,NSE,-,20-Feb-2024 10:35,https://nsearchives.nseindia.com/corporate/xbrl/IT_1160237_1058128_20022024103503_WEB.xml
PRAXIS,Praxis Home Retail Limited,7(2),Mahesh Shah,Director,Equity Shares,125312,0.01,Equity Shares,10000,246500,Sell,Equity Shares,115312,0.01,15-Feb-2024,15-Feb-2024,16-Feb-2024,Market Sale,-,-,-,-,-,-,NSE,-,20-Feb-2024 10:35,https://nsearchives.nseindia.com/corporate/xbrl/IT_1160237_1058128_20022024103503_WEB.xml
PRAXIS,Praxis Home Retail Limited,7(2),Mahesh Shah,Director,Equity Shares,125312,0.01,Equity Shares,10000,246500,Sell,Equity Shares,115312,0.01,15-Feb-2024,15-Feb-2024,16-Feb-2024,Market Sale,-,-,-,-,-,-,NSE,-,20-Feb-2024 10:35,https://nsearchives.nseindia.com/corporate/xbrl/IT_1160237_1058128_20022024103503_WEB.xml
PRAXIS,Praxis Home Retail Limited,7(2),Mahesh Shah,Director,Equity Shares,130312,0.01,Equity Shares,5000,120000,Sell,Equity Shares,125312,0.01,15-Feb-2024,15-Feb-2024,16-Feb-2024,Market Sale,-,-,-,-,-,-,BSE,-,20-Feb-2024 10:35,https://nsearchives.nseindia.com/corporate/xbrl/IT_1160237_1058128_20022024103503_WEB.xml
PRAXIS,Praxis Home Retail Limited,7(2),Mahesh Shah,Director,Equity Shares,130312,0.01,Equity Shares,5000,120000,Sell,Equity Shares,125312,0.01,15-Feb-2024,15-Feb-2024,16-Feb-2024,Market Sale,-,-,-,-,-,-,BSE,-,20-Feb-2024 10:35,https://nsearchives.nseindia.com/corporate/xbrl/IT_1160237_1058128_20022024103503_WEB.xml
PRAXIS,Praxis Home Retail Limited,7(2),Mahesh Shah,Director,Equity Shares,115312,0.01,Equity Shares,8045,201125,Sell,Equity Shares,107267,0.01,16-Feb-2024,16-Feb-2024,16-Feb-2024,Market Sale,-,-,-,-,-,-,NSE,-,20-Feb-2024 10:35,https://nsearchives.nseindia.com/corporate/xbrl/IT_1160237_1058128_20022024103503_WEB.xml
PRAXIS,Praxis Home Retail Limited,7(2),Mahesh Shah,Director,Equity Shares,140312,0.01,Equity Shares,10000,226000,Sell,Equity Shares,130312,0.01,13-Feb-2024,13-Feb-2024,16-Feb-2024,Market Sale,-,-,-,-,-,-,NSE,-,20-Feb-2024 10:35,https://nsearchives.nseindia.com/corporate/xbrl/IT_1160237_1058128_20022024103503_WEB.xml
